country,year,fuel,primary_production,imports,exports,gross_inland_consumption
PL,2007,biofuels,"110,03999999999999","16,07","18,915999999999997","105,694"
PL,2008,biofuels,"296,201","156,97500000000002","0,255","441,39300000000003"
PL,2009,biofuels,"415,823","226,269","7,652","636,6449999999999"
PL,2010,biofuels,"445,785","440,01599999999996","12,903","867,6450000000001"
PL,2011,biofuels,"420,8539999999999","531,1469999999999","34,34","916,083"
PL,2012,biofuels,"665,266","194,315","45,702000000000005","807,4140000000001"
PL,2013,biofuels,"700,1750000000001","175,917","143,995","747,7030000000001"
PL,2014,biofuels,"745,1690000000001","171,201","209,124","705,4590000000001"
PL,2015,biofuels,"808,759","229,085","372,817","654,947"
PL,2016,biofuels,"921,795","251,875","706,475","459,21"
PL,2017,biofuels,"917,677","364,013","672,279","606,7760000000001"
PL,2018,biofuels,"905,7040000000001","374,682","348,598","914,341"
SK,2002,biofuels,"2,859","0,0","0,0","2,859"
SK,2003,biofuels,"1,929","0,0","0,0","1,929"
SK,2004,biofuels,"11,028","0,0","10,109","0,919"
SK,2005,biofuels,"33,401","5,726","24,812","10,497"
SK,2006,biofuels,"42,37","20,012","16,751","44,646"
SK,2007,biofuels,"56,782000000000004","46,268","42,296","61,068999999999996"
SK,2008,biofuels,"138,737","46,608999999999995","106,381","74,14399999999999"
SK,2009,biofuels,"150,20499999999998","47,419","111,053","84,711"
SK,2010,biofuels,"161,00900000000001","39,434","97,848","97,68700000000001"
SK,2011,biofuels,"168,681","37,539","106,72300000000001","97,65899999999999"
SK,2012,biofuels,"151,204","30,088","93,57300000000001","90,936"
SK,2013,biofuels,"147,60500000000002","44,024","91,144","99,061"
SK,2014,biofuels,"147,036","68,983","83,79599999999999","133,86499999999998"
SK,2015,biofuels,"149,202","100,215","104,60400000000001","143,91"
SK,2016,biofuels,"162,426","101,856","119,96900000000001","144,75500000000002"
SK,2017,biofuels,"162,03699999999998","110,493","120,613","149,464"
SK,2018,biofuels,"166,437","107,19999999999999","127,08300000000001","149,912"
AT,2002,biogas,"21,95","0,0","0,0","21,95"
AT,2003,biogas,"26,273","0,0","0,0","26,273"
AT,2004,biogas,"28,614","0,0","0,0","28,614"
AT,2005,biogas,"118,497","0,0","0,0","118,497"
AT,2006,biogas,"162,407","0,0","0,0","162,407"
AT,2007,biogas,"167,963","0,0","0,0","167,963"
AT,2008,biogas,"183,099","0,0","0,0","183,099"
AT,2009,biogas,"154,757","0,0","0,0","154,757"
AT,2010,biogas,"159,141","0,0","0,0","159,141"
AT,2011,biogas,"168,215","0,0","0,0","168,215"
AT,2012,biogas,"201,456","0,0","0,0","201,456"
AT,2013,biogas,"191,277","0,0","0,0","191,277"
AT,2014,biogas,"292,102","0,0","0,0","292,102"
AT,2015,biogas,"301,612","0,0","0,0","301,612"
AT,2016,biogas,"305,479","0,0","0,0","305,479"
AT,2017,biogas,"317,015","0,0","0,0","317,015"
AT,2018,biogas,"233,626","0,0","0,0","233,626"
CZ,2002,biogas,"35,946","0,0","0,0","35,946"
CZ,2003,biogas,"41,296","0,0","0,0","41,296"
CZ,2004,biogas,"50,229","0,0","0,0","50,229"
CZ,2005,biogas,"55,771","0,0","0,0","55,771"
CZ,2006,biogas,"63,461","0,0","0,0","63,461"
CZ,2007,biogas,"76,168","0,0","0,0","76,168"
CZ,2008,biogas,"90,045","0,0","0,0","90,045"
CZ,2009,biogas,"129,932","0,0","0,0","129,932"
CZ,2010,biogas,"176,698","0,0","0,0","176,698"
CZ,2011,biogas,"249,833","0,0","0,0","249,833"
CZ,2012,biogas,"374,94","0,0","0,0","374,94"
CZ,2013,biogas,"571,081","0,0","0,0","571,081"
CZ,2014,biogas,"608,03","0,0","0,0","608,03"
CZ,2015,biogas,"613,38","0,0","0,0","613,38"
CZ,2016,biogas,"600,96","0,0","0,0","600,96"
CZ,2017,biogas,"607,714","0,0","0,0","607,714"
CZ,2018,biogas,"603,782","0,0","0,0","603,782"
DK,2002,biogas,"80,3","0,0","0,0","80,3"
DK,2003,biogas,"85,459","0,0","0,0","85,459"
DK,2004,biogas,"89,281","0,0","0,0","89,281"
DK,2005,biogas,"91,478","0,0","0,0","91,478"
DK,2006,biogas,"93,604","0,0","0,0","93,604"
DK,2007,biogas,"93,484","0,0","0,0","93,484"
DK,2008,biogas,"93,819","0,0","0,0","93,819"
DK,2009,biogas,"99,623","0,0","0,0","99,623"
DK,2010,biogas,"103,577","0,0","0,0","103,577"
DK,2011,biogas,"98,099","0,0","0,0","98,099"
DK,2012,biogas,"105,072","0,0","0,0","105,072"
DK,2013,biogas,"109,578","0,0","0,0","109,578"
DK,2014,biogas,"132,828","0,0","0,0","132,828"
DK,2015,biogas,"150,121","0,0","0,0","150,121"
DK,2016,biogas,"216,107","0,0","0,0","216,107"
DK,2017,biogas,"264,002","0,0","0,0","264,002"
DK,2018,biogas,"320,394","0,0","0,0","320,394"
NL,2002,biogas,"132,846","0,0","0,0","132,846"
NL,2003,biogas,"128,786","0,0","0,0","128,786"
NL,2004,biogas,"126,23","0,0","0,0","126,23"
NL,2005,biogas,"121,692","0,0","0,0","121,692"
NL,2006,biogas,"140,418","0,0","0,0","140,418"
NL,2007,biogas,"170,846","0,0","0,0","170,846"
NL,2008,biogas,"221,124","0,0","0,0","221,124"
NL,2009,biogas,"261,274","0,0","0,0","261,274"
NL,2010,biogas,"286,233","0,0","0,0","286,233"
NL,2011,biogas,"285,851","0,0","0,0","285,851"
NL,2012,biogas,"290,556","0,0","0,0","290,556"
NL,2013,biogas,"305,173","0,0","0,0","305,173"
NL,2014,biogas,"312,745","0,0","0,0","312,745"
NL,2015,biogas,"327,052","0,0","0,0","327,052"
NL,2016,biogas,"318,597","0,0","0,0","318,597"
NL,2017,biogas,"320,823","0,0","0,0","320,823"
NL,2018,biogas,"326,151","0,0","0,0","326,151"
PL,2002,biogas,"32,316","0,0","0,0","32,316"
PL,2003,biogas,"38,789","0,0","0,0","38,789"
PL,2004,biogas,"46,36","0,0","0,0","46,36"
PL,2005,biogas,"53,573","0,0","0,0","53,573"
PL,2006,biogas,"62,41","0,0","0,0","62,41"
PL,2007,biogas,"64,679","0,0","0,0","64,679"
PL,2008,biogas,"96,159","0,0","0,0","96,159"
PL,2009,biogas,"98,022","0,0","0,0","98,022"
PL,2010,biogas,"114,574","0,0","0,0","114,574"
PL,2011,biogas,"136,906","0,0","0,0","136,906"
PL,2012,biogas,"167,98","0,0","0,0","167,98"
PL,2013,biogas,"181,356","0,0","0,0","181,356"
PL,2014,biogas,"207,438","0,0","0,0","207,438"
PL,2015,biogas,"228,838","0,0","0,0","228,838"
PL,2016,biogas,"261,059","0,0","0,0","261,059"
PL,2017,biogas,"280,576","0,0","0,0","280,576"
PL,2018,biogas,"288,337","0,0","0,0","288,337"
SK,2002,biogas,"3,248","0,0","0,0","3,248"
SK,2003,biogas,"3,75","0,0","0,0","3,75"
SK,2004,biogas,"5,899","0,0","0,0","5,899"
SK,2005,biogas,"4,896","0,0","0,0","4,896"
SK,2006,biogas,"7,595","0,0","0,0","7,595"
SK,2007,biogas,"7,5","0,0","0,0","7,5"
SK,2008,biogas,"10,151","0,0","0,0","10,151"
SK,2009,biogas,"16,218","0,0","0,0","16,218"
SK,2010,biogas,"14,331","0,0","0,0","14,331"
SK,2011,biogas,"45,811","0,0","0,0","45,811"
SK,2012,biogas,"61,957","0,0","0,0","61,957"
SK,2013,biogas,"54,935","0,0","0,0","54,935"
SK,2014,biogas,"96,135","0,0","0,0","96,135"
SK,2015,biogas,"148,634","0,0","0,0","148,634"
SK,2016,biogas,"151,834","0,0","0,0","151,834"
SK,2017,biogas,"152,479","0,0","0,0","152,479"
SK,2018,biogas,"148,753","0,0","0,0","148,753"
AT,2002,ren_mun_waste,"47,053","0,0","0,0","47,053"
AT,2003,ren_mun_waste,"54,051","0,0","0,0","54,051"
AT,2004,ren_mun_waste,"68,62","0,0","0,0","68,62"
AT,2005,ren_mun_waste,"73,476","0,0","0,0","73,476"
AT,2006,ren_mun_waste,"100,631","0,0","0,0","100,631"
AT,2007,ren_mun_waste,"99,416","0,0","0,0","99,416"
AT,2008,ren_mun_waste,"102,953","0,0","0,0","102,953"
AT,2009,ren_mun_waste,"129,302","0,0","0,0","129,302"
AT,2010,ren_mun_waste,"137,533","0,0","0,0","137,533"
AT,2011,ren_mun_waste,"138,435","0,0","0,0","138,435"
AT,2012,ren_mun_waste,"143,683","0,0","0,0","143,683"
AT,2013,ren_mun_waste,"152,056","0,0","0,0","152,056"
AT,2014,ren_mun_waste,"189,863","0,0","0,0","189,863"
AT,2015,ren_mun_waste,"180,086","0,0","0,0","180,086"
AT,2016,ren_mun_waste,"197,984","0,0","0,0","197,984"
AT,2017,ren_mun_waste,"174,69","11,229","0,0","185,919"
AT,2018,ren_mun_waste,"182,272","0,0","0,0","182,272"
CZ,2002,ren_mun_waste,"56,009","0,0","0,0","56,009"
CZ,2003,ren_mun_waste,"57,634","0,0","0,0","57,634"
CZ,2004,ren_mun_waste,"59,831","0,0","0,0","59,831"
CZ,2005,ren_mun_waste,"56,033","0,0","0,0","56,033"
CZ,2006,ren_mun_waste,"53,549","0,0","0,0","53,549"
CZ,2007,ren_mun_waste,"58,732","0,0","0,0","58,732"
CZ,2008,ren_mun_waste,"57,419","0,0","0,0","57,419"
CZ,2009,ren_mun_waste,"53,263","0,0","0,0","53,263"
CZ,2010,ren_mun_waste,"62,697","0,0","0,0","62,697"
CZ,2011,ren_mun_waste,"79,894","0,0","0,0","79,894"
CZ,2012,ren_mun_waste,"83,692","0,0","0,0","83,692"
CZ,2013,ren_mun_waste,"82,927","0,0","0,0","82,927"
CZ,2014,ren_mun_waste,"82,473","0,0","0,0","82,473"
CZ,2015,ren_mun_waste,"79,822","0,0","0,0","79,822"
CZ,2016,ren_mun_waste,"85,531","0,0","0,0","85,531"
CZ,2017,ren_mun_waste,"92,038","0,0","0,0","92,038"
CZ,2018,ren_mun_waste,"87,628","0,0","0,0","87,628"
DK,2002,ren_mun_waste,"444,994","0,0","0,0","444,994"
DK,2003,ren_mun_waste,"480,773","0,0","0,0","480,773"
DK,2004,ren_mun_waste,"489,634","0,0","0,0","489,634"
DK,2005,ren_mun_waste,"496,465","0,0","0,0","496,465"
DK,2006,ren_mun_waste,"504,777","0,0","0,0","504,777"
DK,2007,ren_mun_waste,"522,213","0,0","0,0","522,213"
DK,2008,ren_mun_waste,"545,285","0,0","0,0","545,285"
DK,2009,ren_mun_waste,"516,839","0,0","0,0","516,839"
DK,2010,ren_mun_waste,"500,597","0,0","0,0","500,597"
DK,2011,ren_mun_waste,"504,801","0,0","0,0","504,801"
DK,2012,ren_mun_waste,"467,923","22,666","0,0","490,589"
DK,2013,ren_mun_waste,"458,919","33,152","0,0","492,07"
DK,2014,ren_mun_waste,"463,313","45,285","0,0","508,598"
DK,2015,ren_mun_waste,"457,31","64,095","0,0","521,405"
DK,2016,ren_mun_waste,"450,197","68,743","0,0","518,94"
DK,2017,ren_mun_waste,"467,772","53,115","0,0","520,888"
DK,2018,ren_mun_waste,"440,893","64,054","0,0","504,947"
NL,2002,ren_mun_waste,"609,296","0,0","0,0","609,296"
NL,2003,ren_mun_waste,"598,524","0,0","0,0","598,524"
NL,2004,ren_mun_waste,"622,576","0,0","0,0","622,576"
NL,2005,ren_mun_waste,"636,739","0,0","0,0","636,739"
NL,2006,ren_mun_waste,"635,712","0,0","0,0","635,712"
NL,2007,ren_mun_waste,"665,066","0,0","0,0","665,066"
NL,2008,ren_mun_waste,"729,65","0,0","0,0","729,65"
NL,2009,ren_mun_waste,"774,84","0,0","0,0","774,84"
NL,2010,ren_mun_waste,"817,044","0,0","0,0","817,044"
NL,2011,ren_mun_waste,"876,254","46,049","29,975","892,328"
NL,2012,ren_mun_waste,"854,089","131,509","35,134","950,463"
NL,2013,ren_mun_waste,"798,82","207,533","34,513","971,84"
NL,2014,ren_mun_waste,"794,186","201,419","33,892","961,713"
NL,2015,ren_mun_waste,"790,46","217,827","34,513","973,775"
NL,2016,ren_mun_waste,"793,565","250,215","33,892","1009,888"
NL,2017,ren_mun_waste,"764,266","241,798","40,761","965,303"
NL,2018,ren_mun_waste,"746,565","216,729","39,992","923,302"
PL,2002,ren_mun_waste,"0,239","0,0","0,0","0,239"
PL,2003,ren_mun_waste,"0,334","0,0","0,0","0,334"
PL,2004,ren_mun_waste,"0,31","0,0","0,0","0,31"
PL,2005,ren_mun_waste,"0,717","0,0","0,0","0,717"
PL,2006,ren_mun_waste,"0,645","0,0","0,0","0,717"
PL,2007,ren_mun_waste,"0,836","0,0","0,0","0,836"
PL,2008,ren_mun_waste,"0,215","0,0","0,0","0,215"
PL,2009,ren_mun_waste,"0,693","0,0","0,0","0,693"
PL,2010,ren_mun_waste,"2,938","0,0","0,0","2,938"
PL,2011,ren_mun_waste,"31,958","0,0","0,0","31,958"
PL,2012,ren_mun_waste,"32,483","0,0","0,0","32,483"
PL,2013,ren_mun_waste,"33,223","0,0","0,0","33,223"
PL,2014,ren_mun_waste,"36,878","0,0","0,0","36,878"
PL,2015,ren_mun_waste,"39,959","0,0","0,0","39,959"
PL,2016,ren_mun_waste,"61,049","0,0","0,0","61,049"
PL,2017,ren_mun_waste,"92,452","0,0","0,0","92,452"
PL,2018,ren_mun_waste,"98,327","0,0","0,0","98,327"
SK,2002,ren_mun_waste,"2,078","0,0","0,0","2,078"
SK,2003,ren_mun_waste,"12,826","0,0","0,0","12,826"
SK,2004,ren_mun_waste,"14,379","0,0","0,0","14,379"
SK,2005,ren_mun_waste,"17,436","0,0","0,0","17,436"
SK,2006,ren_mun_waste,"21,018","0,0","0,0","21,018"
SK,2007,ren_mun_waste,"19,227","0,0","0,0","19,227"
SK,2008,ren_mun_waste,"24,888","0,0","0,0","24,721"
SK,2009,ren_mun_waste,"24,744","0,0","0,0","25,127"
SK,2010,ren_mun_waste,"21,687","0,0","0,0","21,52"
SK,2011,ren_mun_waste,"17,77","0,0","0,0","17,579"
SK,2012,ren_mun_waste,"18,558","0,0","0,0","18,511"
SK,2013,ren_mun_waste,"15,477","0,0","0,0","15,597"
SK,2014,ren_mun_waste,"11,584","0,0","0,0","11,584"
SK,2015,ren_mun_waste,"14,928","0,0","0,0","14,928"
SK,2016,ren_mun_waste,"19,466","0,0","0,0","19,466"
SK,2017,ren_mun_waste,"28,518","0,0","0,0","28,518"
SK,2018,ren_mun_waste,"15,023","0,0","0,0","15,023"
